Student_ID,Gender,Study_Hours,Attendance,Assignment_Score,Math_Score,Science_Score,English_Score,Final_Score,Performance
797,Female,5,89.5,84.5,77.0,84.0,59.0,73.4,Good
798,Female,10,94.7,100.0,98.0,93.0,79.0,97.9,Excellent
799,Male,7,78.5,65.1,71.0,78.0,62.0,74.1,Good
800,Male,9,81.1,100.0,95.0,100.0,82.0,87.9,Very Good
801,Male,1,80.1,79.7,56.0,45.0,75.0,59.9,Average
802,Female,7,73.5,90.7,89.0,79.0,73.0,80.7,Very Good
803,Male,6,70.8,74.0,86.0,71.0,71.0,76.5,Very Good
804,Female,10,52.7,98.4,69.0,88.0,72.0,74.8,Good
805,Female,9,67.1,100.0,74.0,100.0,79.0,88.6,Very Good
806,Female,1,58.7,62.8,57.0,44.0,64.0,53.5,Average
807,Male,4,95.1,79.2,53.0,59.0,71.0,65.8,Good
808,Male,9,82.3,94.6,100.0,79.0,100.0,88.8,Very Good
809,Female,4,78.5,73.7,62.0,64.0,78.0,64.5,Good
810,Female,10,71.4,100.0,94.0,88.0,83.0,99.6,Excellent
811,Female,3,80.4,60.8,61.0,65.0,62.0,69.8,Good
812,Female,9,69.8,90.5,70.0,100.0,96.0,85.5,Very Good
813,Male,2,82.1,81.3,69.0,76.0,61.0,75.4,Very Good
814,Male,4,82.9,89.8,94.0,81.0,81.0,88.8,Very Good
815,Female,6,69.7,69.6,66.0,97.0,90.0,76.5,Very Good
816,Female,2,69.4,56.3,52.0,65.0,55.0,53.5,Average
817,Female,8,91.5,92.7,58.0,96.0,85.0,83.5,Very Good
818,Male,8,79.4,99.0,95.0,90.0,89.0,91.7,Excellent
819,Female,1,70.6,47.0,61.0,60.0,62.0,56.4,Average
820,Male,3,75.6,70.5,44.0,66.0,69.0,62.5,Good
821,Female,10,67.9,93.2,66.0,83.0,70.0,69.9,Good
822,Male,9,79.2,100.0,66.0,74.0,74.0,76.0,Very Good
823,Male,5,90.0,69.1,79.0,72.0,66.0,68.4,Good
824,Female,6,79.7,84.7,81.0,80.0,84.0,75.7,Very Good
825,Male,4,100.0,77.9,62.0,73.0,58.0,65.4,Good
826,Male,10,85.1,100.0,96.0,81.0,100.0,94.0,Excellent
827,Male,2,82.8,73.5,60.0,59.0,68.0,60.3,Good
828,Male,8,69.1,84.6,76.0,77.0,88.0,74.1,Good
829,Female,6,77.1,90.1,83.0,73.0,62.0,77.2,Very Good
830,Female,5,70.7,74.6,56.0,74.0,68.0,71.9,Good
831,Female,9,54.0,97.5,91.0,87.0,80.0,87.3,Very Good
832,Female,1,91.7,65.0,50.0,54.0,61.0,64.1,Good
833,Female,5,73.9,86.9,86.0,79.0,71.0,84.0,Very Good
834,Male,6,70.9,85.2,62.0,84.0,68.0,69.9,Good
835,Male,5,82.5,100.0,67.0,75.0,71.0,76.3,Very Good
836,Male,6,86.1,85.1,76.0,83.0,84.0,80.1,Very Good
837,Male,6,76.2,86.1,74.0,84.0,60.0,78.7,Very Good
838,Female,7,80.0,84.2,83.0,68.0,91.0,79.7,Very Good
839,Female,4,89.0,78.3,55.0,80.0,78.0,67.7,Good
840,Male,8,75.7,69.3,81.0,73.0,68.0,80.1,Very Good
841,Female,7,83.6,92.6,80.0,73.0,80.0,80.6,Very Good
842,Male,9,60.1,100.0,76.0,83.0,87.0,78.8,Very Good
843,Male,7,65.1,87.4,78.0,53.0,60.0,65.4,Good
844,Female,3,87.3,63.3,50.0,67.0,65.0,58.6,Average
845,Female,3,64.5,61.7,55.0,69.0,58.0,55.5,Average
846,Female,8,82.8,73.3,75.0,67.0,73.0,71.5,Good
847,Female,5,78.2,87.4,66.0,81.0,70.0,74.6,Good
848,Female,4,75.6,66.8,79.0,59.0,59.0,66.7,Good
849,Female,8,70.1,89.3,94.0,82.0,91.0,85.1,Very Good
850,Female,6,90.9,85.5,89.0,72.0,69.0,85.1,Very Good
851,Male,2,100.0,84.9,58.0,70.0,72.0,60.7,Good
852,Female,4,83.6,77.6,76.0,78.0,50.0,71.6,Good
853,Male,4,83.9,83.4,68.0,75.0,65.0,70.3,Good
854,Male,6,71.8,86.3,72.0,73.0,71.0,69.0,Good
855,Female,6,65.6,91.3,70.0,66.0,67.0,71.0,Good
856,Male,1,79.5,62.0,71.0,55.0,52.0,59.2,Average
857,Female,8,68.3,100.0,93.0,86.0,70.0,89.2,Very Good
858,Male,6,58.7,62.8,76.0,76.0,75.0,75.4,Very Good
859,Male,3,89.6,81.3,63.0,71.0,75.0,77.9,Very Good
860,Male,9,90.2,91.6,89.0,76.0,84.0,83.2,Very Good
861,Female,2,69.7,61.5,61.0,57.0,46.0,61.5,Good
862,Male,8,82.9,97.3,78.0,77.0,98.0,79.6,Very Good
863,Male,10,92.0,100.0,100.0,100.0,79.0,94.6,Excellent
864,Male,3,82.5,77.5,53.0,56.0,48.0,55.1,Average
865,Female,5,65.7,65.3,70.0,72.0,46.0,66.2,Good
866,Male,6,77.2,94.9,50.0,71.0,73.0,69.9,Good
867,Female,10,95.9,96.8,88.0,75.0,87.0,83.2,Very Good
868,Male,6,83.0,78.6,96.0,85.0,83.0,88.4,Very Good
869,Male,4,86.5,82.7,78.0,69.0,73.0,72.6,Good
870,Male,3,84.1,70.7,78.0,77.0,66.0,69.6,Good
871,Female,4,69.7,75.9,57.0,48.0,61.0,57.8,Average
872,Male,1,72.5,44.9,53.0,51.0,65.0,48.0,Average
873,Male,4,84.1,79.3,80.0,66.0,85.0,79.6,Very Good
874,Male,1,89.8,68.2,63.0,61.0,68.0,63.8,Good
875,Male,1,93.2,63.2,62.0,46.0,54.0,56.9,Average
876,Female,10,69.7,80.8,100.0,93.0,91.0,91.2,Excellent
877,Male,6,85.2,83.6,65.0,95.0,70.0,83.7,Very Good
878,Male,5,94.2,83.3,72.0,79.0,61.0,79.9,Very Good
879,Male,4,68.2,70.1,46.0,65.0,54.0,62.1,Good
880,Male,3,97.8,61.8,55.0,54.0,63.0,59.7,Average
881,Female,1,99.7,81.7,70.0,53.0,61.0,60.6,Good
882,Male,6,100.0,83.9,70.0,79.0,97.0,81.5,Very Good
883,Male,2,82.8,66.9,66.0,55.0,51.0,61.0,Good
884,Female,8,82.8,73.4,99.0,93.0,93.0,94.4,Excellent
885,Male,10,89.9,100.0,91.0,98.0,85.0,94.0,Excellent
886,Male,5,89.6,78.7,78.0,100.0,51.0,73.8,Good
887,Male,7,93.5,92.2,89.0,72.0,74.0,79.4,Very Good
888,Female,10,89.4,100.0,80.0,93.0,99.0,88.5,Very Good
889,Male,2,78.7,62.3,52.0,45.0,62.0,56.5,Average
890,Female,8,94.7,100.0,76.0,64.0,86.0,81.7,Very Good
891,Female,2,67.1,48.3,49.0,64.0,70.0,60.0,Good
892,Female,4,80.1,80.4,73.0,72.0,55.0,70.2,Good
893,Female,1,98.8,81.3,53.0,52.0,50.0,49.2,Average
894,Female,5,65.0,71.6,66.0,68.0,43.0,54.7,Average
895,Female,9,71.9,100.0,74.0,78.0,89.0,80.6,Very Good
896,Female,1,88.1,80.7,68.0,53.0,63.0,64.0,Good
897,Male,9,84.7,95.1,82.0,84.0,91.0,91.3,Excellent
898,Male,8,69.5,86.7,95.0,71.0,65.0,79.2,Very Good
899,Female,6,75.0,75.6,73.0,66.0,55.0,63.6,Good
900,Female,7,65.8,80.4,60.0,68.0,59.0,67.6,Good
901,Female,3,91.8,68.4,63.0,71.0,56.0,65.3,Good
902,Female,1,76.9,56.0,43.0,27.0,71.0,46.0,Average
903,Female,5,100.0,94.6,81.0,74.0,84.0,75.1,Very Good
904,Female,2,81.0,61.9,56.0,49.0,55.0,55.7,Average
905,Male,5,77.4,81.4,71.0,60.0,72.0,70.0,Good
906,Male,8,76.2,91.4,77.0,76.0,71.0,73.1,Good
907,Female,9,77.1,100.0,80.0,85.0,85.0,87.4,Very Good
908,Female,2,81.3,64.3,49.0,58.0,48.0,57.0,Average
909,Female,3,100.0,80.0,75.0,58.0,74.0,71.5,Good
910,Male,3,75.9,77.3,59.0,70.0,53.0,62.7,Good
911,Female,1,76.3,75.0,50.0,46.0,63.0,58.5,Average
912,Male,8,80.8,88.1,80.0,75.0,75.0,80.1,Very Good
913,Male,6,93.1,82.3,70.0,81.0,67.0,72.4,Good
914,Male,8,62.9,79.2,75.0,81.0,91.0,78.4,Very Good
915,Female,9,85.5,100.0,89.0,81.0,85.0,89.2,Very Good
916,Female,5,70.2,88.6,57.0,39.0,64.0,49.9,Average
917,Male,3,86.6,73.3,55.0,56.0,72.0,58.7,Average
918,Male,5,74.1,94.0,82.0,71.0,54.0,75.2,Very Good
919,Male,5,52.4,72.3,59.0,71.0,74.0,70.1,Good
920,Male,5,84.4,86.9,66.0,71.0,69.0,75.1,Very Good
921,Female,3,84.3,73.2,50.0,60.0,69.0,64.6,Good
922,Male,10,73.1,100.0,97.0,100.0,69.0,90.7,Excellent
923,Female,4,72.3,76.4,54.0,62.0,60.0,56.5,Average
924,Male,9,64.3,88.7,82.0,88.0,79.0,81.4,Very Good
925,Female,10,89.3,100.0,75.0,79.0,98.0,77.8,Very Good
926,Male,9,90.6,100.0,97.0,78.0,91.0,95.6,Excellent
927,Female,2,69.5,73.6,67.0,63.0,53.0,58.5,Average
928,Female,8,73.5,92.9,85.0,91.0,81.0,83.0,Very Good
929,Female,8,79.2,84.5,66.0,78.0,91.0,82.1,Very Good
930,Male,7,100.0,100.0,91.0,65.0,78.0,76.2,Very Good
931,Female,8,86.5,91.5,75.0,82.0,77.0,75.4,Very Good
932,Male,3,68.7,72.1,47.0,62.0,41.0,54.5,Average
933,Female,6,83.6,90.0,71.0,77.0,70.0,77.0,Very Good
934,Female,1,63.5,62.7,46.0,46.0,35.0,45.1,Average
935,Male,7,88.6,97.5,75.0,79.0,76.0,79.4,Very Good
936,Female,1,100.0,77.6,72.0,53.0,70.0,72.2,Good
937,Female,9,100.0,99.2,100.0,80.0,66.0,90.2,Excellent
938,Male,1,88.8,79.2,43.0,66.0,70.0,62.7,Good
939,Female,1,73.0,60.1,45.0,55.0,51.0,54.4,Average
940,Female,7,64.4,86.8,76.0,73.0,72.0,72.9,Good
941,Female,2,63.2,60.7,50.0,50.0,50.0,59.6,Average
942,Female,5,46.3,66.2,66.0,61.0,45.0,48.6,Average
943,Male,8,88.3,100.0,93.0,86.0,73.0,92.7,Excellent
944,Female,8,78.8,100.0,89.0,99.0,100.0,96.9,Excellent
945,Female,3,90.9,71.8,71.0,73.0,54.0,69.1,Good
946,Female,7,97.1,100.0,99.0,76.0,64.0,85.0,Very Good
947,Female,3,81.2,69.7,46.0,57.0,64.0,56.8,Average
948,Female,6,81.8,84.4,89.0,67.0,72.0,81.9,Very Good
949,Female,6,74.4,96.7,68.0,71.0,68.0,71.7,Good
950,Female,3,75.8,62.4,69.0,54.0,62.0,59.0,Average
951,Female,7,88.7,79.5,70.0,86.0,84.0,83.2,Very Good
952,Male,3,77.9,70.8,52.0,36.0,56.0,58.5,Average
953,Male,8,76.2,96.4,88.0,87.0,80.0,77.7,Very Good
954,Male,10,79.8,100.0,71.0,93.0,96.0,96.2,Excellent
955,Male,4,90.6,81.5,79.0,82.0,58.0,70.9,Good
956,Female,1,71.7,62.2,65.0,62.0,31.0,51.2,Average
957,Female,4,79.2,82.1,68.0,60.0,72.0,63.0,Good
958,Male,7,82.9,65.4,80.0,87.0,100.0,84.1,Very Good
959,Male,4,93.9,73.5,61.0,69.0,69.0,63.0,Good
960,Male,6,77.1,82.5,80.0,55.0,74.0,66.9,Good
961,Female,9,71.4,99.5,87.0,86.0,77.0,81.8,Very Good
962,Female,1,74.2,74.5,43.0,48.0,71.0,55.0,Average
963,Male,5,92.6,76.1,69.0,74.0,71.0,73.7,Good
964,Male,7,100.0,100.0,81.0,100.0,78.0,93.4,Excellent
965,Male,1,64.2,56.4,46.0,54.0,62.0,57.1,Average
966,Male,4,66.9,71.7,49.0,54.0,58.0,59.8,Average
967,Male,6,78.0,88.2,80.0,84.0,59.0,75.4,Very Good
968,Female,2,81.3,66.7,56.0,64.0,68.0,54.8,Average
969,Male,10,89.4,100.0,93.0,81.0,82.0,81.0,Very Good
970,Female,5,69.3,74.1,62.0,52.0,57.0,63.9,Good
971,Male,10,67.2,93.7,92.0,77.0,100.0,91.3,Excellent
972,Male,1,81.7,72.8,56.0,65.0,54.0,57.3,Average
973,Female,6,76.9,77.1,85.0,71.0,77.0,71.3,Good
974,Male,6,91.1,88.8,82.0,78.0,75.0,75.9,Very Good
975,Female,4,85.8,64.2,65.0,55.0,58.0,62.5,Good
976,Female,8,86.7,100.0,76.0,93.0,87.0,86.8,Very Good
977,Male,4,78.7,85.3,74.0,47.0,69.0,70.3,Good
978,Male,8,100.0,100.0,84.0,81.0,77.0,83.0,Very Good
979,Female,8,69.9,100.0,78.0,84.0,81.0,80.6,Very Good
980,Female,5,87.3,72.8,70.0,62.0,66.0,72.7,Good
981,Male,4,64.8,77.5,58.0,70.0,51.0,52.8,Average
982,Female,2,67.1,57.4,53.0,48.0,44.0,51.4,Average
983,Male,3,72.7,82.8,79.0,49.0,64.0,64.5,Good
984,Female,3,99.6,68.1,56.0,81.0,63.0,70.8,Good
985,Male,4,83.2,67.6,59.0,70.0,82.0,70.7,Good
986,Female,4,72.9,61.3,78.0,71.0,64.0,66.6,Good
987,Female,10,84.5,97.2,87.0,100.0,79.0,88.0,Very Good
988,Male,5,80.4,74.6,66.0,45.0,71.0,54.0,Average
989,Female,4,74.1,64.4,75.0,72.0,52.0,69.7,Good
990,Female,10,63.2,100.0,72.0,78.0,81.0,79.6,Very Good
991,Female,8,97.3,100.0,95.0,80.0,86.0,95.0,Excellent
992,Female,6,82.5,87.9,75.0,80.0,75.0,75.9,Very Good
993,Female,6,100.0,100.0,84.0,76.0,90.0,88.9,Very Good
994,Female,8,91.3,96.9,89.0,91.0,100.0,88.0,Very Good
995,Female,7,86.6,83.7,73.0,80.0,84.0,68.4,Good
996,Male,10,74.8,85.1,99.0,90.0,96.0,92.0,Excellent
997,Female,10,66.9,90.3,81.0,82.0,100.0,83.3,Very Good
998,Female,8,77.4,100.0,85.0,71.0,68.0,74.4,Good
999,Male,2,66.5,54.6,67.0,49.0,58.0,60.7,Good
1000,Female,9,87.8,100.0,100.0,87.0,79.0,95.7,Excellent
